Workload(1, 14, 14, 64, 512, 7, 7, 3, 3, 2, 2)
Workload(1, 56, 56, 32, 32, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 64, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 512, 1024, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 64, 64, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 256, 64, 5, 5, 2, 2, 1, 1)
Workload(1, 28, 28, 16, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 7, 7, 1024, 512, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 64, 128, 5, 5, 2, 2, 2, 2)
Workload(1, 56, 56, 64, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 7, 7, 128, 256, 5, 5, 2, 2, 1, 1)
Workload(1, 7, 7, 256, 1024, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 16, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 7, 7, 256, 1024, 7, 7, 3, 3, 2, 2)
Workload(1, 14, 14, 256, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 64, 512, 5, 5, 2, 2, 2, 2)
Workload(1, 7, 7, 128, 512, 3, 3, 1, 1, 1, 1)
Workload(1, 56, 56, 64, 16, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 64, 64, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 512, 512, 7, 7, 3, 3, 2, 2)
Workload(1, 28, 28, 256, 64, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 32, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 8, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 7, 7, 256, 256, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 64, 512, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 64, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 16, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 8, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 64, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 14, 14, 512, 256, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 32, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 256, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 256, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 28, 28, 32, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 128, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 28, 28, 32, 512, 7, 7, 3, 3, 2, 2)
Workload(1, 56, 56, 32, 64, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 256, 256, 7, 7, 3, 3, 1, 1)
Workload(1, 7, 7, 128, 1024, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 256, 128, 5, 5, 2, 2, 1, 1)
Workload(1, 7, 7, 512, 256, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 64, 16, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 8, 64, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 32, 128, 5, 5, 2, 2, 2, 2)
Workload(1, 56, 56, 32, 64, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 32, 128, 7, 7, 3, 3, 2, 2)
Workload(1, 56, 56, 16, 32, 5, 5, 2, 2, 1, 1)
Workload(1, 28, 28, 16, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 28, 28, 64, 512, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 32, 64, 5, 5, 2, 2, 1, 1)
Workload(1, 28, 28, 16, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 7, 7, 512, 128, 5, 5, 2, 2, 1, 1)
Workload(1, 14, 14, 128, 512, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 64, 64, 7, 7, 3, 3, 2, 2)
Workload(1, 28, 28, 128, 512, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 16, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 256, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 14, 14, 256, 128, 7, 7, 3, 3, 1, 1)
Workload(1, 14, 14, 256, 1024, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 64, 32, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 32, 16, 7, 7, 3, 3, 1, 1)
Workload(1, 7, 7, 256, 1024, 7, 7, 3, 3, 1, 1)
Workload(1, 14, 14, 256, 1024, 7, 7, 3, 3, 2, 2)
Workload(1, 56, 56, 32, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 128, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 64, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 256, 1024, 5, 5, 2, 2, 2, 2)
Workload(1, 7, 7, 512, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 14, 14, 512, 256, 7, 7, 3, 3, 1, 1)
Workload(1, 56, 56, 8, 64, 5, 5, 2, 2, 2, 2)
Workload(1, 14, 14, 256, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 32, 16, 5, 5, 2, 2, 1, 1)
Workload(1, 7, 7, 512, 1024, 3, 3, 1, 1, 1, 1)
Workload(1, 56, 56, 32, 32, 5, 5, 2, 2, 2, 2)
Workload(1, 7, 7, 512, 1024, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 64, 64, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 8, 64, 7, 7, 3, 3, 2, 2)
Workload(1, 14, 14, 256, 512, 7, 7, 3, 3, 1, 1)
Workload(1, 14, 14, 512, 128, 7, 7, 3, 3, 1, 1)
Workload(1, 7, 7, 1024, 1024, 5, 5, 2, 2, 1, 1)
Workload(1, 14, 14, 128, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 64, 64, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 32, 32, 5, 5, 2, 2, 1, 1)
Workload(1, 28, 28, 128, 32, 5, 5, 2, 2, 1, 1)
Workload(1, 14, 14, 512, 256, 5, 5, 2, 2, 2, 2)
Workload(1, 7, 7, 128, 1024, 3, 3, 1, 1, 2, 2)
Workload(1, 56, 56, 32, 32, 3, 3, 1, 1, 1, 1)
Workload(1, 28, 28, 64, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 8, 64, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 128, 128, 3, 3, 1, 1, 2, 2)
Workload(1, 28, 28, 128, 64, 7, 7, 3, 3, 1, 1)
Workload(1, 14, 14, 512, 128, 3, 3, 1, 1, 1, 1)
Workload(1, 56, 56, 32, 128, 1, 1, 0, 0, 2, 2)
Workload(1, 56, 56, 16, 64, 5, 5, 2, 2, 1, 1)
Workload(1, 7, 7, 512, 1024, 7, 7, 3, 3, 1, 1)
Workload(1, 7, 7, 1024, 1024, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 128, 256, 7, 7, 3, 3, 1, 1)
Workload(1, 28, 28, 128, 256, 1, 1, 0, 0, 2, 2)
Workload(1, 14, 14, 256, 1024, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 64, 64, 5, 5, 2, 2, 1, 1)
Workload(1, 56, 56, 8, 64, 1, 1, 0, 0, 2, 2)
Workload(1, 28, 28, 16, 512, 1, 1, 0, 0, 2, 2)
